TechID,System Type,Building Type,Building Location,UEC_kWhBase__heat,UEC_kWhBase__cool,UEC_kWhBase__ventFan
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ01,0.0,542.97,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ01,0.0,542.97,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ01,0.0,463.02,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ01,0.0,463.02,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ01,0.0,417.29,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ01,0.0,417.29,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ01,0.0,656.31,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ01,0.0,656.31,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ01,0.0,829.45,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ01,0.0,829.45,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ01,0.0,1126.67,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ01,0.0,1126.67,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ01,0.0,2180.66,216.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ01,0.0,2180.66,216.48
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ01,2449.19,542.84,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ01,2449.19,542.84,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ01,2336.75,462.66,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ01,2336.75,462.66,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ01,1960.95,417.43,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ01,1960.95,417.43,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ01,2576.35,656.94,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ01,2576.35,656.94,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ01,2721.33,831.26,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ01,2721.33,831.26,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ01,2889.74,1131.52,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ01,2889.74,1131.52,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ01,3156.02,2182.73,330.75
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ01,3156.02,2182.73,330.75
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ02,0.0,2481.25,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ02,0.0,2481.25,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ02,0.0,2115.86,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ02,0.0,2115.86,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ02,0.0,1906.89,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ02,0.0,1906.89,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ02,0.0,2999.18,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ02,0.0,2999.18,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ02,0.0,3790.38,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ02,0.0,3790.38,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ02,0.0,5148.6,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ02,0.0,5148.6,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ02,0.0,9965.03,598.48
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ02,0.0,9965.03,598.48
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ02,4270.34,2478.29,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ02,4270.34,2478.29,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ02,4062.8,2112.27,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ02,4062.8,2112.27,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ02,3369.13,1905.73,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ02,3369.13,1905.73,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ02,4505.06,2999.22,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ02,4505.06,2999.22,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ02,4772.66,3795.08,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ02,4772.66,3795.08,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ02,5083.51,5165.87,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ02,5083.51,5165.87,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ02,5575.02,9965.14,804.16
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ02,5575.02,9965.14,804.16
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ03,0.0,2865.01,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ03,0.0,2865.01,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ03,0.0,2443.11,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ03,0.0,2443.11,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ03,0.0,2201.81,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ03,0.0,2201.81,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ03,0.0,3463.04,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ03,0.0,3463.04,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ03,0.0,4376.61,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ03,0.0,4376.61,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ03,0.0,5944.89,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ03,0.0,5944.89,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ03,0.0,11506.24,651.18
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ03,0.0,11506.24,651.18
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ03,2501.66,2865.07,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ03,2501.66,2865.07,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ03,2368.77,2441.92,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ03,2368.77,2441.92,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ03,1924.59,2203.15,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ03,1924.59,2203.15,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ03,2651.95,3467.3,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ03,2651.95,3467.3,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ03,2823.31,4387.36,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ03,2823.31,4387.36,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ03,3022.35,5972.1,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ03,3022.35,5972.1,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ03,3337.08,11520.37,764.74
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ03,3337.08,11520.37,764.74
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ04,0.0,5282.43,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ04,0.0,5282.43,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ04,0.0,4504.54,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ04,0.0,4504.54,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ04,0.0,4059.64,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ04,0.0,4059.64,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ04,0.0,6385.07,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ04,0.0,6385.07,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ04,0.0,8069.47,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ04,0.0,8069.47,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ04,0.0,10961.04,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ04,0.0,10961.04,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ04,0.0,21214.91,999.9
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ04,0.0,21214.91,999.9
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ04,4319.65,5279.32,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ04,4319.65,5279.32,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ04,4105.77,4499.6,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ04,4105.77,4499.6,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ04,3390.9,4059.63,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ04,3390.9,4059.63,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ04,4561.54,6389.0,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ04,4561.54,6389.0,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ04,4837.32,8084.36,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ04,4837.32,8084.36,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ04,5157.66,11004.46,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ04,5157.66,11004.46,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ04,5664.2,21227.96,1209.97
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ04,5664.2,21227.96,1209.97
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ05,0.0,2361.57,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ05,0.0,2361.57,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ05,0.0,2013.81,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ05,0.0,2013.81,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ05,0.0,1814.91,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ05,0.0,1814.91,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ05,0.0,2854.52,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ05,0.0,2854.52,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ05,0.0,3607.56,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ05,0.0,3607.56,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ05,0.0,4900.27,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ05,0.0,4900.27,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ05,0.0,9484.39,557.96
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ05,0.0,9484.39,557.96
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ05,2718.01,2360.39,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ05,2718.01,2360.39,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ05,2576.41,2011.78,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ05,2576.41,2011.78,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ05,2103.14,1815.07,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ05,2103.14,1815.07,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ05,2878.15,2856.53,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ05,2878.15,2856.53,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ05,3060.73,3614.53,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ05,3060.73,3614.53,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ05,3272.81,4920.11,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ05,3272.81,4920.11,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ05,3608.16,9491.06,683.38
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ05,3608.16,9491.06,683.38
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ06,0.0,4153.44,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ06,0.0,4153.44,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ06,0.0,3541.8,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ06,0.0,3541.8,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ06,0.0,3191.99,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ06,0.0,3191.99,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ06,0.0,5020.42,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ06,0.0,5020.42,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ06,0.0,6344.82,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ06,0.0,6344.82,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ06,0.0,8618.38,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ06,0.0,8618.38,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ06,0.0,16680.74,818.92
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ06,0.0,16680.74,818.92
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ06,1418.45,4150.21,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ06,1418.45,4150.21,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ06,1337.25,3537.25,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ06,1337.25,3537.25,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ06,1065.83,3191.38,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ06,1065.83,3191.38,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ06,1510.29,5022.55,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ06,1510.29,5022.55,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ06,1614.99,6355.32,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ06,1614.99,6355.32,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ06,1736.62,8650.89,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ06,1736.62,8650.89,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ06,1928.93,16687.84,881.22
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-40% UC AOE,rDXHP,DMo,CZ06,1928.93,16687.84,881.22
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ07,0.0,3537.56,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-7.5% UC AOE,rDXGF,DMo,CZ07,0.0,3537.56,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ07,0.0,3016.62,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC AOE,rDXGF,DMo,CZ07,0.0,3016.62,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NR,rDXGF,DMo,CZ07,0.0,2718.68,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-0% UC NC,rDXGF,DMo,CZ07,0.0,2718.68,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ07,0.0,4275.98,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-15% UC AOE,rDXGF,DMo,CZ07,0.0,4275.98,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ07,0.0,5404.0,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-22.5% UC AOE,rDXGF,DMo,CZ07,0.0,5404.0,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ07,0.0,7340.44,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-30% UC AOE,rDXGF,DMo,CZ07,0.0,7340.44,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ07,0.0,14207.3,698.04
RB-dxAC_equip-spltAC-SEER-BA-rDXGF-NoLRM-40% UC AOE,rDXGF,DMo,CZ07,0.0,14207.3,698.04
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ07,1247.56,3535.39,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-7.5% UC AOE,rDXHP,DMo,CZ07,1247.56,3535.39,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ07,1176.17,3013.24,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC AOE,rDXHP,DMo,CZ07,1176.17,3013.24,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NR,rDXHP,DMo,CZ07,937.53,2718.61,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-0% UC NC,rDXHP,DMo,CZ07,937.53,2718.61,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ07,1328.31,4278.51,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-15% UC AOE,rDXHP,DMo,CZ07,1328.31,4278.51,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ07,1420.37,5413.83,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-22.5% UC AOE,rDXHP,DMo,CZ07,1420.37,5413.83,753.23
RB-dxHP_equip-spltHP-SEER-BA-rDXHP-NoLRM-30% UC AOE,rDXHP,DMo,CZ07,1527.31,7369.33,753.23
