Filename,Measure,BldgType,BldgLoc,BldgHVAC,Run Type,Cooling Capacity,Heating Capacity,Conditioned Area,Electricity Heating,Natural Gas Heating,Electricity Cooling,Electricity Fans,Unmet Hours Heating,Unmet Hours Cooling
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cDXGF-Base\instance0820224005\eplustbl.csv,M1,Htl,CZ01,cDXGF,Base,116292.4,203059.06,6369.28,0.0,229422.2,7221.34,132294.94,11.5,0.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cDXGF-Base\instance0820230405\eplustbl.csv,M1,Htl,CZ02,cDXGF,Base,172239.47999999998,225245.37,6369.28,0.0,155761.6,52211.86,155265.93,5.5,43.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cDXGF-Base\instance0820232435\eplustbl.csv,M1,Htl,CZ03,cDXGF,Base,152181.27,208523.97999999998,6369.28,0.0,90677.5,27176.46,156411.23,4.33,6.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cDXGF-Base\instance0820234139\eplustbl.csv,M1,Htl,CZ04,cDXGF,Base,186335.94999999998,228880.41000000003,6369.28,0.0,124622.17,97103.8,158376.7,2.83,264.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cDXGF-Base\instance0820235956\eplustbl.csv,M1,Htl,CZ05,cDXGF,Base,147338.71,213853.09999999998,6369.28,0.0,78352.14,30397.14,156471.45,3.67,28.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cDXGF-Base\instance0821001554\eplustbl.csv,M1,Htl,CZ06,cDXGF,Base,143722.6,187211.64,6369.28,0.0,18466.9,61818.58,148692.06,0.67,27.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cDXGF-Base\instance0821003120\eplustbl.csv,M1,Htl,CZ07,cDXGF,Base,148723.54,186200.48,6369.28,0.0,13803.32,61303.45,145964.31,0.17,22.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cDXGF-Base\instance0821004742\eplustbl.csv,M1,Htl,CZ08,cDXGF,Base,181063.32000000004,205066.53999999998,6369.28,0.0,22959.98,109831.8,160103.53,0.33,104.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cDXGF-Base\instance0821010321\eplustbl.csv,M1,Htl,CZ09,cDXGF,Base,188982.46,208585.22,6369.28,0.0,36009.07,114609.66,166075.45,1.0,114.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cDXGF-Base\instance0821012153\eplustbl.csv,M1,Htl,CZ10,cDXGF,Base,193082.58,211367.04,6369.28,0.0,38510.71,131270.84,163022.31,1.33,185.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cDXGF-Base\instance0821013723\eplustbl.csv,M1,Htl,CZ11,cDXGF,Base,202355.80000000002,232684.80000000002,6369.28,0.0,150035.33,155949.15,168892.82,2.17,477.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cDXGF-Base\instance0821015231\eplustbl.csv,M1,Htl,CZ12,cDXGF,Base,182977.63,222856.2,6369.28,0.0,148278.53,95789.8,154197.29,3.67,154.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cDXGF-Base\instance0821020632\eplustbl.csv,M1,Htl,CZ13,cDXGF,Base,199056.62,226204.06,6369.28,0.0,124481.55,165699.01,166384.4,0.5,483.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cDXGF-Base\instance0821022207\eplustbl.csv,M1,Htl,CZ14,cDXGF,Base,195788.54,227104.20999999996,6369.28,0.0,110721.71,151029.98,168389.18,0.5,512.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cDXGF-Base\instance0821012636\eplustbl.csv,M1,Htl,CZ15,cDXGF,Base,216562.34999999998,209284.56000000003,6369.28,0.0,14959.84,303104.69,171134.04,0.0,1022.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cDXGF-Base\instance0820235934\eplustbl.csv,M1,Htl,CZ16,cDXGF,Base,157028.37,219563.13,6369.28,0.0,238647.99,50634.82,177486.28,0.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cDXGF-Measure\instance0820224137\eplustbl.csv,M1,Htl,CZ01,cDXGF,Measure,116292.4,203059.06,6369.28,0.0,189711.68,7846.1,101956.07,8.5,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cDXGF-Measure\instance0820230456\eplustbl.csv,M1,Htl,CZ02,cDXGF,Measure,172239.47999999998,225245.37,6369.28,0.0,127029.51,55801.34,120515.47,5.5,60.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cDXGF-Measure\instance0820232442\eplustbl.csv,M1,Htl,CZ03,cDXGF,Measure,152181.27,208523.97999999998,6369.28,0.0,74432.32,29410.68,121908.52,3.17,7.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cDXGF-Measure\instance0820234211\eplustbl.csv,M1,Htl,CZ04,cDXGF,Measure,186335.94999999998,228880.41000000003,6369.28,0.0,99125.49,101233.23,122647.97,2.5,298.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cDXGF-Measure\instance0821000007\eplustbl.csv,M1,Htl,CZ05,cDXGF,Measure,147338.71,213853.09999999998,6369.28,0.0,59666.11,33326.8,122033.17,3.0,30.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cDXGF-Measure\instance0821001557\eplustbl.csv,M1,Htl,CZ06,cDXGF,Measure,143722.6,187211.64,6369.28,0.0,13523.85,65161.01,115012.13,0.5,28.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cDXGF-Measure\instance0821003120\eplustbl.csv,M1,Htl,CZ07,cDXGF,Measure,148723.54,186200.48,6369.28,0.0,9370.45,64305.76,112639.41,0.17,22.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cDXGF-Measure\instance0821004805\eplustbl.csv,M1,Htl,CZ08,cDXGF,Measure,181063.32000000004,205066.53999999998,6369.28,0.0,16907.04,113722.02,124293.81,0.17,107.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cDXGF-Measure\instance0821010446\eplustbl.csv,M1,Htl,CZ09,cDXGF,Measure,188982.46,208585.22,6369.28,0.0,28258.88,118127.23,128906.05,1.0,116.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cDXGF-Measure\instance0821012204\eplustbl.csv,M1,Htl,CZ10,cDXGF,Measure,193082.58,211367.04,6369.28,0.0,29481.58,135002.36,126144.67,1.17,187.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cDXGF-Measure\instance0821013736\eplustbl.csv,M1,Htl,CZ11,cDXGF,Measure,202355.80000000002,232684.80000000002,6369.28,0.0,129100.97,158500.06,130929.26,1.67,483.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cDXGF-Measure\instance0821015232\eplustbl.csv,M1,Htl,CZ12,cDXGF,Measure,182977.63,222856.2,6369.28,0.0,125341.22,99313.35,119071.05,3.5,166.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cDXGF-Measure\instance0821020641\eplustbl.csv,M1,Htl,CZ13,cDXGF,Measure,199056.62,226204.06,6369.28,0.0,106803.38,167944.81,128950.02,0.5,478.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cDXGF-Measure\instance0821022325\eplustbl.csv,M1,Htl,CZ14,cDXGF,Measure,195788.54,227104.20999999996,6369.28,0.0,87846.66,153602.66,129965.32,0.33,511.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cDXGF-Measure\instance0821012434\eplustbl.csv,M1,Htl,CZ15,cDXGF,Measure,216562.34999999998,209284.56000000003,6369.28,0.0,10857.66,301819.96,133759.0,0.33,1006.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cDXGF-Measure\instance0820235738\eplustbl.csv,M1,Htl,CZ16,cDXGF,Measure,157028.37,219563.13,6369.28,0.0,207455.19,51853.12,137152.61,0.67,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cDXHP-Base\instance0820224143\eplustbl.csv,M1,Htl,CZ01,cDXHP,Base,169439.08000000002,169439.08000000002,6369.28,26687.5,122739.86,6969.39,132339.77,70.17,0.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cDXHP-Base\instance0820230500\eplustbl.csv,M1,Htl,CZ02,cDXHP,Base,193341.47000000003,193341.47000000003,6369.28,19134.54,83249.25,52387.22,155063.08,50.17,17.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cDXHP-Base\instance0820232535\eplustbl.csv,M1,Htl,CZ03,cDXHP,Base,187516.8,187516.8,6369.28,9808.66,49941.73,27399.87,156249.49,17.5,1.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cDXHP-Base\instance0820234227\eplustbl.csv,M1,Htl,CZ04,cDXHP,Base,198250.84999999998,198250.84999999998,6369.28,16151.28,65783.48,97394.93,158042.0,33.83,202.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cDXHP-Base\instance0821000008\eplustbl.csv,M1,Htl,CZ05,cDXHP,Base,189101.13,189101.13,6369.28,9917.55,37988.79,30654.94,156288.46,21.0,2.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cDXHP-Base\instance0821001631\eplustbl.csv,M1,Htl,CZ06,cDXHP,Base,178920.27000000002,178920.27000000002,6369.28,2107.1,9380.19,61106.05,148262.79,0.67,16.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cDXHP-Base\instance0821003204\eplustbl.csv,M1,Htl,CZ07,cDXHP,Base,177366.31,177366.31,6369.28,1797.75,6031.5,60970.62,145590.47,0.33,8.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cDXHP-Base\instance0821004805\eplustbl.csv,M1,Htl,CZ08,cDXHP,Base,192012.61,192012.61,6369.28,2716.26,11435.21,110226.35,159789.96,0.83,77.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cDXHP-Base\instance0821010517\eplustbl.csv,M1,Htl,CZ09,cDXHP,Base,197035.31,197035.31,6369.28,3956.88,19612.72,114965.5,165824.27,2.67,101.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cDXHP-Base\instance0821012238\eplustbl.csv,M1,Htl,CZ10,cDXHP,Base,196936.44,196936.44,6369.28,4521.1,19975.99,131433.13,162854.73,4.17,184.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cDXHP-Base\instance0821013816\eplustbl.csv,M1,Htl,CZ11,cDXHP,Base,208133.6,208133.6,6369.28,16339.07,88403.49,156205.29,168679.3,16.83,454.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cDXHP-Base\instance0821015313\eplustbl.csv,M1,Htl,CZ12,cDXHP,Base,194437.74000000002,194437.74000000002,6369.28,16439.46,84521.51,96157.67,153896.83,27.33,105.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cDXHP-Base\instance0821020707\eplustbl.csv,M1,Htl,CZ13,cDXHP,Base,204326.34000000003,204326.34000000003,6369.28,13369.23,72723.5,166025.56,166163.74,8.83,476.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cDXHP-Base\instance0821022325\eplustbl.csv,M1,Htl,CZ14,cDXHP,Base,205347.36,205347.36,6369.28,14938.13,59641.98,151352.78,168016.11,14.83,463.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cDXHP-Base\instance0821012225\eplustbl.csv,M1,Htl,CZ15,cDXHP,Base,216611.71000000002,216611.71000000002,6369.28,1878.38,7203.39,303108.74,171134.45,0.33,1022.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cDXHP-Base\instance0820235535\eplustbl.csv,M1,Htl,CZ16,cDXHP,Base,206908.28000000003,206908.28000000003,6369.28,34538.46,140720.45,50150.24,177306.13,24.17,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cDXHP-Measure\instance0820224143\eplustbl.csv,M1,Htl,CZ01,cDXHP,Measure,169439.08000000002,169439.08000000002,6369.28,17999.51,117617.19,7588.26,101998.47,44.5,0.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cDXHP-Measure\instance0820230552\eplustbl.csv,M1,Htl,CZ02,cDXHP,Measure,193341.47000000003,193341.47000000003,6369.28,12324.69,80244.5,56038.25,120281.21,32.5,19.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cDXHP-Measure\instance0820232619\eplustbl.csv,M1,Htl,CZ03,cDXHP,Measure,187516.8,187516.8,6369.28,6458.89,47875.34,29650.7,121731.9,6.33,1.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cDXHP-Measure\instance0820234311\eplustbl.csv,M1,Htl,CZ04,cDXHP,Measure,198250.84999999998,198250.84999999998,6369.28,9800.31,63010.3,101573.27,122303.33,16.33,213.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cDXHP-Measure\instance0821000057\eplustbl.csv,M1,Htl,CZ05,cDXHP,Measure,189101.13,189101.13,6369.28,5865.62,36080.49,33633.23,121836.67,7.0,3.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cDXHP-Measure\instance0821001727\eplustbl.csv,M1,Htl,CZ06,cDXHP,Measure,178920.27000000002,178920.27000000002,6369.28,1098.83,8863.58,64371.1,114581.77,0.5,17.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cDXHP-Measure\instance0821003223\eplustbl.csv,M1,Htl,CZ07,cDXHP,Measure,177366.31,177366.31,6369.28,874.29,5659.94,63882.84,112257.71,0.17,8.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cDXHP-Measure\instance0821004901\eplustbl.csv,M1,Htl,CZ08,cDXHP,Measure,192012.61,192012.61,6369.28,1476.34,10767.74,114125.07,123976.8,0.17,78.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cDXHP-Measure\instance0821010517\eplustbl.csv,M1,Htl,CZ09,cDXHP,Measure,197035.31,197035.31,6369.28,2354.72,18668.55,118486.25,128652.32,1.0,102.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cDXHP-Measure\instance0821012322\eplustbl.csv,M1,Htl,CZ10,cDXHP,Measure,196936.44,196936.44,6369.28,2634.03,18864.17,135172.64,125976.08,1.17,185.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cDXHP-Measure\instance0821013848\eplustbl.csv,M1,Htl,CZ11,cDXHP,Measure,208133.6,208133.6,6369.28,11388.39,85891.34,158765.04,130704.17,7.83,455.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cDXHP-Measure\instance0821015347\eplustbl.csv,M1,Htl,CZ12,cDXHP,Measure,194437.74000000002,194437.74000000002,6369.28,11214.71,81846.37,99715.68,118772.16,13.33,110.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cDXHP-Measure\instance0821020817\eplustbl.csv,M1,Htl,CZ13,cDXHP,Measure,204326.34000000003,204326.34000000003,6369.28,9375.07,70500.41,168274.63,128725.68,2.0,470.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cDXHP-Measure\instance0821022337\eplustbl.csv,M1,Htl,CZ14,cDXHP,Measure,205347.36,205347.36,6369.28,8944.83,57100.42,153927.88,129576.83,5.0,451.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cDXHP-Measure\instance0821012016\eplustbl.csv,M1,Htl,CZ15,cDXHP,Measure,216611.71000000002,216611.71000000002,6369.28,1012.16,6775.28,301822.85,133758.64,0.33,1006.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ16\Htl\M1-cDXHP-Measure\instance0820235336\eplustbl.csv,M1,Htl,CZ16,cDXHP,Measure,206908.28000000003,206908.28000000003,6369.28,25097.49,137276.72,51394.66,136962.27,18.5,0.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ01\Htl\M1-cPTAC-Base\instance0820224004\eplustbl.csv,M1,Htl,CZ01,cPTAC,Base,116292.4,0.0,6369.28,0.0,129847.58,7363.63,133450.3,4919.33,0.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ02\Htl\M1-cPTAC-Base\instance0820230309\eplustbl.csv,M1,Htl,CZ02,cPTAC,Base,172239.47999999998,0.0,6369.28,0.0,87636.11,52654.9,154677.77,3089.17,43.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ03\Htl\M1-cPTAC-Base\instance0820232354\eplustbl.csv,M1,Htl,CZ03,cPTAC,Base,152181.27,0.0,6369.28,0.0,51879.43,28674.68,154686.76,2418.0,6.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ04\Htl\M1-cPTAC-Base\instance0820234054\eplustbl.csv,M1,Htl,CZ04,cPTAC,Base,186335.94999999998,0.0,6369.28,0.0,69019.7,97601.68,157320.23,2608.5,264.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ05\Htl\M1-cPTAC-Base\instance0820235916\eplustbl.csv,M1,Htl,CZ05,cPTAC,Base,147338.71,0.0,6369.28,0.0,39407.6,31283.34,154514.84,2236.33,28.5
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ06\Htl\M1-cPTAC-Base\instance0821001545\eplustbl.csv,M1,Htl,CZ06,cPTAC,Base,143722.6,0.0,6369.28,0.0,9568.3,63588.27,146390.65,618.17,27.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ07\Htl\M1-cPTAC-Base\instance0821003040\eplustbl.csv,M1,Htl,CZ07,cPTAC,Base,148723.54,0.0,6369.28,0.0,6159.83,62831.36,143851.57,532.83,22.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ08\Htl\M1-cPTAC-Base\instance0821004712\eplustbl.csv,M1,Htl,CZ08,cPTAC,Base,181063.32000000004,0.0,6369.28,0.0,11702.11,110975.06,158172.9,694.83,104.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ09\Htl\M1-cPTAC-Base\instance0821010306\eplustbl.csv,M1,Htl,CZ09,cPTAC,Base,188982.46,0.0,6369.28,0.0,20182.25,115795.1,164192.05,917.33,114.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ10\Htl\M1-cPTAC-Base\instance0821012133\eplustbl.csv,M1,Htl,CZ10,cPTAC,Base,193082.58,0.0,6369.28,0.0,20604.79,132130.64,161471.88,980.67,185.83
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ11\Htl\M1-cPTAC-Base\instance0821013700\eplustbl.csv,M1,Htl,CZ11,cPTAC,Base,202355.80000000002,0.0,6369.28,0.0,93171.67,156225.77,169309.34,2385.33,477.17
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ12\Htl\M1-cPTAC-Base\instance0821015210\eplustbl.csv,M1,Htl,CZ12,cPTAC,Base,182977.63,0.0,6369.28,0.0,89346.92,96547.5,154153.87,2633.0,154.67
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ13\Htl\M1-cPTAC-Base\instance0821020628\eplustbl.csv,M1,Htl,CZ13,cPTAC,Base,199056.62,0.0,6369.28,0.0,76688.67,166229.08,166511.9,2167.17,483.33
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ14\Htl\M1-cPTAC-Base\instance0821022143\eplustbl.csv,M1,Htl,CZ14,cPTAC,Base,195788.54,0.0,6369.28,0.0,62990.08,151270.37,167786.91,2277.33,512.0
C:\dev\SWHC062-03\commercial measures\SWHC062-03 Occupancy Fan Controller\SWHC062-03 Occupancy Fan Controller_Htl_Ex\runs\CZ15\Htl\M1-cPTAC-Base\instance0821013040\eplustbl.csv,M1,Htl,CZ15,cPTAC,Base,216562.34999999998,0.0,6369.28,0.0,7454.35,303711.4,169894.58,422.17,1022.83
